timestamp_ms,agent_id,current_lane,lane_intent,x_mm,y_mm,vx_mm_per_ms,vy_mm_per_ms,ax_mm_per_ms2,ay_mm_per_ms2,desired_speed,max_speed,drive_strategy
240,1,0,0,1919.5,722.0804170144032,0.0,2.779593773504921,0.0,0.0018759203594490817,23.29372887237142,26.629107891482484,AccelerateStrategy
240,2,0,0,1919.5,10659.539446646359,0.0,2.532968556239837,0.0,0.0020844408036780975,20.327027633570932,26.265633944672636,AccelerateStrategy
240,3,1,1,5576.5,99043.64463373124,0.0,2.5572457986156456,0.0,0.002175903781634509,20.350288910233623,22.791500838637567,AccelerateStrategy
240,4,2,2,9233.5,2466.5612776033536,0.0,2.558345451942144,0.0,0.0017658783261457244,21.34534653667171,23.5388587623364,AccelerateStrategy
240,5,3,3,12890.5,82292.31805684287,0.0,2.627669552995667,0.0,0.00229673550546463,20.764530316841554,22.16746422119666,AccelerateStrategy
240,6,4,4,16547.5,21497.068693295467,0.0,2.427876272393232,0.0,0.0022367466494391283,18.910570765278415,22.123378427604486,AccelerateStrategy
240,7,0,0,1919.5,148307.63548447588,0.0,2.897986058097867,0.0,0.002336860475348309,23.37139544014272,25.51993216721761,AccelerateStrategy
240,8,1,1,5576.5,65873.52396361958,0.0,2.291902540008356,0.0,0.002133064508324504,17.799670580104756,23.504880032309163,AccelerateStrategy
240,9,2,2,9233.5,11755.610194384592,0.0,2.722818860595236,0.0,0.0021033387273783604,22.180175660244306,25.338223974396016,AccelerateStrategy
240,10,3,3,12890.5,34553.28928311966,0.0,2.50362131543845,0.0,0.0021325048322525524,19.91820155697836,25.196671589800225,AccelerateStrategy
240,11,4,4,16547.5,46236.61222760771,0.0,2.8981681848148932,0.0,0.0020518239355201483,24.057304402900577,26.656630808787344,AccelerateStrategy
240,12,0,0,1919.5,195068.40599081805,0.0,2.521913439845928,0.0,0.0019383416075281791,20.567114540391643,26.163214492533534,AccelerateStrategy
240,13,1,1,5576.5,90150.13043830164,0.0,2.756646674507482,0.0,0.001961192584306402,22.859604542739447,25.502826488852484,AccelerateStrategy
240,14,2,2,9233.5,85467.62916336808,0.0,2.4082004897319194,0.0,0.0017061695794093742,19.98719790673669,25.965603861033458,AccelerateStrategy
240,15,3,4,12890.5,132041.9514179346,0.0,2.5381079117866996,0.0,0.0021683661822845075,20.177000280384174,22.829366957936124,AccelerateStrategy
240,16,4,3,16547.5,131473.09114338367,0.0,2.181322288641945,0.0,0.002088101545002024,16.8017791784146,22.375807369762217,AccelerateStrategy
240,17,0,0,1919.5,55649.04705316046,0.0,2.7685918443310333,0.0,0.002295410401166755,22.176933480510126,23.602056387916043,AccelerateStrategy
240,18,1,1,5576.5,166219.84487795143,0.0,2.369072002358084,0.0,0.00219807203989467,18.41534712783363,22.122451154647347,AccelerateStrategy
240,19,2,2,9233.5,53106.05525050995,0.0,2.6538108484836207,0.0,0.0022175129119906853,21.21607749605857,22.46795321705057,AccelerateStrategy
240,20,3,3,12890.5,75948.27352870756,0.0,2.700819810788988,0.0,0.001826080731394766,22.625604352542446,26.592747323963536,AccelerateStrategy
240,21,4,4,16547.5,106385.8941983027,0.0,2.692155412343638,0.0,0.0019844232896070865,22.158938228379377,26.00621136209074,AccelerateStrategy
240,22,0,0,1919.5,160811.0021703001,0.0,2.5276678647327446,0.0,0.0024424845649531637,19.414715691439856,22.509639940278333,AccelerateStrategy
240,23,1,1,5576.5,77325.10659324657,0.0,2.5034402800297815,0.0,0.001964193895775671,20.320337450436213,24.044450699887093,AccelerateStrategy
240,24,2,2,9233.5,71994.58299467321,0.0,2.59421885982975,0.0,0.0019490404013944153,21.264491634950897,23.92847705099359,AccelerateStrategy
240,25,3,3,12890.5,173442.7050970599,0.0,2.5816506011877327,0.0,0.002092294153216608,20.795000044157458,26.180083689805585,AccelerateStrategy
240,26,4,4,16547.5,199938.8752720339,0.0,2.964719498399524,0.0,0.002456842620331328,23.750772695200062,25.724248562884963,AccelerateStrategy
240,27,0,0,1919.5,79087.98561536208,0.0,2.942474930625335,0.0,0.002042831913262352,24.521952714423694,26.43490014017429,AccelerateStrategy
240,28,1,1,5576.5,116954.3417346041,0.0,2.9140424851880673,0.0,0.0024037843001872205,23.371342531431353,25.65473467751168,AccelerateStrategy
240,29,2,2,9233.5,195303.15991092403,0.0,2.5839156863214185,0.0,0.002087576522607673,20.828973208955777,22.99250282336024,AccelerateStrategy
240,30,3,3,12890.5,13887.355574589721,0.0,2.283993428662089,0.0,0.002005909887680934,18.025750556186647,22.887367940461846,AccelerateStrategy
240,31,4,4,16547.5,137924.33558528664,0.0,2.7216557633914324,0.0,0.0017359439557061852,23.050292140219476,25.1240033739528,AccelerateStrategy
240,32,0,0,1919.5,18211.16759826789,0.0,2.722373447263456,0.0,0.0019386205556878868,22.571045138983635,24.06577264798887,AccelerateStrategy
240,33,1,1,5576.5,16666.107955864696,0.0,2.962217788587692,0.0,0.0020899192820799436,24.606371608885055,26.59559341596772,AccelerateStrategy
240,34,2,2,9233.5,157204.90203930245,0.0,2.340994713150123,0.0,0.001882102005481195,18.892902318346373,23.653809632026487,AccelerateStrategy
240,35,3,3,12890.5,142765.04630807415,0.0,2.393554262544815,0.0,0.002216326059028645,18.61636008377941,24.440282904571472,AccelerateStrategy
240,36,4,4,16547.5,86071.50450411045,0.0,2.530273498737258,0.0,0.0021160469536560447,20.224222298598065,25.660254487674923,AccelerateStrategy
240,37,0,0,1919.5,85211.19259474355,0.0,2.6507118492375072,0.0,0.0017661757714797042,22.26829664082378,24.670387432572888,AccelerateStrategy
240,38,1,1,5576.5,183899.17342781447,0.0,2.430504901441376,0.0,0.002341233650723554,18.686088252677237,22.535401557648107,AccelerateStrategy
240,39,2,2,9233.5,95639.87640366331,0.0,2.5215161065274283,0.0,0.00199718678968768,20.42191277002386,24.800105304495762,AccelerateStrategy
240,40,3,2,12890.5,107155.39429600796,0.0,2.6609170539388614,0.0,0.0019207647087873566,21.99933523829895,24.689651110750336,AccelerateStrategy
240,41,4,4,16547.5,176836.3973582963,0.0,2.8463492355651088,0.0,0.00213374049025951,23.342515179028272,25.572023591396366,AccelerateStrategy
240,42,0,0,1919.5,142637.40920890105,0.0,2.5585118418951334,0.0,0.0017861557452518082,21.298344630347,24.62603956967205,AccelerateStrategy
240,43,1,1,5576.5,126902.58728165692,0.0,2.676456246963582,0.0,0.0024877215738996596,20.794030692276635,23.40760538151778,AccelerateStrategy
240,44,2,2,9233.5,123615.55884205055,0.0,2.392545398443792,0.0,0.0018006742371283993,19.603835815329766,23.609682482012378,AccelerateStrategy
240,45,3,3,12890.5,20357.785728167113,0.0,2.3585598227913884,0.0,0.002435209126004159,17.741096325503907,23.518392554972362,AccelerateStrategy
240,46,4,4,16547.5,27485.666615263544,0.0,2.4689398604915467,0.0,0.0017873150818749585,20.399842408415555,25.95702382482952,AccelerateStrategy
240,47,0,0,1919.5,69163.36643009692,0.0,2.80784527855655,0.0,0.002429815255178804,22.246896173136378,26.078944918027624,AccelerateStrategy
240,48,1,1,5576.5,150539.8950067286,0.0,2.381251160841169,0.0,0.0021370920025823516,18.683490802214045,22.261395945862425,AccelerateStrategy
240,49,2,2,9233.5,38237.59135445264,0.0,2.7244925445389487,0.0,0.002222437145872724,21.911076295294947,25.549869275508286,AccelerateStrategy
240,50,3,3,12890.5,56967.382984262105,0.0,2.4928508361705632,0.0,0.00201271870056349,20.097983480353264,26.631099932808162,AccelerateStrategy
240,51,4,4,16547.5,112218.26347529033,0.0,2.9948590149743666,0.0,0.0019831019033555147,25.18914558169044,26.59732810298862,AccelerateStrategy
240,52,0,0,1919.5,132337.08252159567,0.0,2.7564814999226392,0.0,0.0024777386838435705,21.618242158001834,24.070157275541185,AccelerateStrategy
240,53,1,1,5576.5,49511.956139899565,0.0,2.952050408058615,0.0,0.002234743334135358,24.157120078661293,26.331122930853745,AccelerateStrategy
240,54,2,2,9233.5,46716.43826008521,0.0,2.652510675465699,0.0,0.0022061800554508044,21.230274621575063,23.84258902759676,AccelerateStrategy
