timestamp_ms,agent_id,current_lane,lane_intent,x_mm,y_mm,vx_mm_per_ms,vy_mm_per_ms,ax_mm_per_ms2,ay_mm_per_ms2,desired_speed,max_speed,drive_strategy
240,1,0,0,1919.5,6756.968407826076,0.0,27.737368365941986,0.0,0.0,21.666360616568895,24.651293277971796,AccelerateStrategy
240,2,0,0,1919.5,199702.0925559242,0.0,27.737368365941986,0.0,0.0,22.206333754967314,25.68028269666841,AccelerateStrategy
240,3,1,1,5576.5,84483.76638142037,0.0,27.737368365941986,0.0,0.0,23.473828890181498,25.95962747136388,AccelerateStrategy
240,4,2,2,9233.5,80109.93960462228,0.0,27.737368365941986,0.0,0.0,21.030198993328625,22.200287017659193,AccelerateStrategy
240,5,3,3,12890.5,92932.0734612171,0.0,27.737368365941986,0.0,0.0,19.99107252143665,22.30599489578649,AccelerateStrategy
240,6,4,4,16547.5,133794.357764445,0.0,27.737368365941986,0.0,0.0,19.9020787997373,24.15469931405689,AccelerateStrategy
240,7,0,0,1919.5,190947.34112788725,0.0,27.737368365941986,0.0,0.0,19.064373777958828,25.32975117173903,AccelerateStrategy
240,9,2,2,9233.5,151025.005719832,0.0,27.737368365941986,0.0,0.0,22.395435181082362,24.323017895887833,AccelerateStrategy
240,10,3,3,12890.5,81581.8108637665,0.0,27.737368365941986,0.0,0.0,24.01758043940068,26.776501508072133,AccelerateStrategy
240,11,4,4,16547.5,187516.73868716112,0.0,27.737368365941986,0.0,0.0,23.045965735025074,24.27927868691136,AccelerateStrategy
240,12,0,0,1919.5,18473.276572175935,0.0,27.737368365941986,0.0,0.0,20.335446782617673,24.871498939561036,AccelerateStrategy
240,13,1,1,5576.5,74273.27026646587,0.0,27.737368365941986,0.0,0.0,19.931705966113732,25.113580710849746,AccelerateStrategy
240,14,2,2,9233.5,109796.04264001444,0.0,27.737368365941986,0.0,0.0,17.381445432659145,22.399628181446673,AccelerateStrategy
240,15,3,3,12890.5,54934.763678518655,0.0,27.737368365941986,0.0,0.0,19.334808152009934,22.2990021990566,AccelerateStrategy
240,16,4,4,16547.5,43136.83335109088,0.0,27.737368365941986,0.0,0.0,23.447743077879057,25.775167512054782,AccelerateStrategy
240,17,0,0,1919.5,91874.15457641604,0.0,27.737368365941986,0.0,0.0,20.888325378803565,22.29673904624133,AccelerateStrategy
240,18,1,1,5576.5,180383.2290240704,0.0,27.737368365941986,0.0,0.0,19.485126610489576,23.600707142609007,AccelerateStrategy
240,19,2,2,9233.5,158606.0665265004,0.0,27.737368365941986,0.0,0.0,23.102047911152148,26.943587233996876,AccelerateStrategy
240,20,3,3,12890.5,125144.72960142334,0.0,27.737368365941986,0.0,0.0,21.070670959376827,23.601479129984384,AccelerateStrategy
240,21,4,4,16547.5,124044.75653343461,0.0,27.737368365941986,0.0,0.0,25.143482763406098,26.577046231371547,AccelerateStrategy
240,22,0,0,1919.5,62189.09184657576,0.0,27.737368365941986,0.0,0.0,17.52831752421556,23.347455393569703,AccelerateStrategy
240,23,1,1,5576.5,9285.502361652469,0.0,27.737368365941986,0.0,0.0,21.136394126272872,24.08493256002182,AccelerateStrategy
240,24,2,2,9233.5,41788.96729896761,0.0,27.737368365941986,0.0,0.0,23.9619163243125,26.51758345492987,AccelerateStrategy
240,25,3,3,12890.5,109552.47252026605,0.0,27.737368365941986,0.0,0.0,19.001325548458766,25.028910458328564,AccelerateStrategy
240,26,4,4,16547.5,62864.85212405987,0.0,27.737368365941986,0.0,0.0,21.657128375658235,23.512060072368755,AccelerateStrategy
240,27,0,0,1919.5,168037.18447148384,0.0,27.737368365941986,0.0,0.0,18.958201680992367,22.225094859697503,AccelerateStrategy
240,28,1,1,5576.5,93483.3290738757,0.0,27.737368365941986,0.0,0.0,18.79139484821588,23.864509146569826,AccelerateStrategy
240,29,2,2,9233.5,181310.59491342556,0.0,27.737368365941986,0.0,0.0,18.608228608515034,23.977688379456964,AccelerateStrategy
240,30,3,3,12890.5,19463.245428328057,0.0,27.737368365941986,0.0,0.0,23.778414131801526,26.847771281341323,AccelerateStrategy
240,32,0,0,1919.5,99134.90286414517,0.0,27.737368365941986,0.0,0.0,22.65634382575453,23.99946819604115,AccelerateStrategy
240,33,1,1,5576.5,158337.95612019557,0.0,27.737368365941986,0.0,0.0,22.61161947803082,26.10049531176106,AccelerateStrategy
240,34,2,2,9233.5,187169.32717567397,0.0,27.737368365941986,0.0,0.0,18.25343707589709,22.404927094221453,AccelerateStrategy
240,35,3,3,12890.5,45948.78430463293,0.0,27.737368365941986,0.0,0.0,19.357688669379186,23.06862611960156,AccelerateStrategy
240,36,4,4,16547.5,143137.5430971746,0.0,27.737368365941986,0.0,0.0,23.005688207882265,24.578776083197887,AccelerateStrategy
240,37,0,0,1919.5,139967.60145472857,0.0,27.737368365941986,0.0,0.0,19.207283213544574,24.18716069014276,AccelerateStrategy
240,38,1,1,5576.5,133641.10031403086,0.0,27.737368365941986,0.0,0.0,24.133484504418835,25.668607858905578,AccelerateStrategy
240,39,2,2,9233.5,196293.00714661996,0.0,27.737368365941986,0.0,0.0,17.937658325439617,23.847559714493748,AccelerateStrategy
240,40,3,3,12890.5,158107.53529105446,0.0,27.737368365941986,0.0,0.0,20.646873138941476,23.271105230114376,AccelerateStrategy
240,41,4,4,16547.5,98397.09729152574,0.0,27.737368365941986,0.0,0.0,19.357909606945654,24.522949902598263,AccelerateStrategy
240,42,0,0,1919.5,125030.82521972293,0.0,27.737368365941986,0.0,0.0,19.50421851095204,24.95310854836373,AccelerateStrategy
240,43,1,1,5576.5,167221.54577305517,0.0,27.737368365941986,0.0,0.0,21.73981888010858,23.433785778709776,AccelerateStrategy
240,44,2,2,9233.5,63677.80209142969,0.0,27.737368365941986,0.0,0.0,22.176427297650534,24.66621929232955,AccelerateStrategy
240,45,3,3,12890.5,171770.24732033722,0.0,27.737368365941986,0.0,0.0,20.422787753595948,22.90645266273429,AccelerateStrategy
240,46,4,4,16547.5,172612.23206569298,0.0,27.737368365941986,0.0,0.0,22.346198218309954,26.218246492957,AccelerateStrategy
240,47,0,0,1919.5,28736.39315913499,0.0,27.737368365941986,0.0,0.0,22.889854786876853,24.559137346632564,AccelerateStrategy
240,48,1,1,5576.5,17000.761312217874,0.0,27.737368365941986,0.0,0.0,18.970735449895123,24.043208638919957,AccelerateStrategy
240,49,2,2,9233.5,119382.62327638693,0.0,27.737368365941986,0.0,0.0,22.09227791895589,25.68021451799758,AccelerateStrategy
240,50,3,3,12890.5,141805.10994244245,0.0,27.737368365941986,0.0,0.0,23.29402847763956,25.670201633543645,AccelerateStrategy
240,51,4,4,16547.5,105216.50573196603,0.0,27.737368365941986,0.0,0.0,19.517259199865784,25.114977080597917,AccelerateStrategy
240,52,0,0,1919.5,55780.42109877403,0.0,27.737368365941986,0.0,0.0,19.114653025471426,24.77378586854145,AccelerateStrategy
240,53,1,1,5576.5,107354.19899313312,0.0,27.737368365941986,0.0,0.0,23.29747662830965,26.518117005514753,AccelerateStrategy
240,54,2,2,9233.5,93149.45076709404,0.0,27.737368365941986,0.0,0.0,18.6584702249596,23.596743715739436,AccelerateStrategy
240,55,3,3,12890.5,188662.12430825175,0.0,27.737368365941986,0.0,0.0,18.031020190313956,22.50406322880331,AccelerateStrategy
240,56,4,4,16547.5,85117.25212497092,0.0,27.737368365941986,0.0,0.0,20.64829565606722,26.4146894013593,AccelerateStrategy
240,57,0,0,1919.5,69505.73561760847,0.0,27.737368365941986,0.0,0.0,19.509101360274496,24.2929005274949,AccelerateStrategy
240,58,1,0,5576.5,36856.43586548393,0.0,27.737368365941986,0.0,0.0,23.82109429193275,25.260238142650554,AccelerateStrategy
240,59,2,2,9233.5,26557.409258557764,0.0,27.737368365941986,0.0,0.0,18.180230874467902,24.137868640233314,AccelerateStrategy
240,61,4,4,16547.5,8502.413458075156,0.0,27.737368365941986,0.0,0.0,17.82414529624309,23.188630474859597,AccelerateStrategy
240,62,0,0,1919.5,39111.747029549944,0.0,27.737368365941986,0.0,0.0,21.01084729310608,24.995794790213765,AccelerateStrategy
240,63,1,1,5576.5,46554.42706319507,0.0,27.737368365941986,0.0,0.0,21.400602529827747,24.681633391883103,AccelerateStrategy
240,64,2,2,9233.5,17535.053168160797,0.0,27.737368365941986,0.0,0.0,23.255666524714126,25.1941366320305,AccelerateStrategy
240,65,3,3,12890.5,10975.265083635986,0.0,27.737368365941986,0.0,0.0,21.278147731159745,23.17349390109776,AccelerateStrategy
240,66,4,4,16547.5,29653.64422231703,0.0,27.737368365941986,0.0,0.0,23.73209553920579,25.246039553841438,AccelerateStrategy
240,67,0,0,1919.5,180496.3250377171,0.0,27.737368365941986,0.0,0.0,21.28551116867509,23.506945508902263,AccelerateStrategy
240,68,1,1,5576.5,67672.74224677338,0.0,27.737368365941986,0.0,0.0,18.259219668845656,23.797076010271425,AccelerateStrategy
240,69,2,2,9233.5,166012.1273752275,0.0,27.737368365941986,0.0,0.0,18.206640679642653,24.093829621937513,AccelerateStrategy
240,70,3,3,12890.5,178530.39178544405,0.0,27.737368365941986,0.0,0.0,18.329218308867556,22.481538699034573,AccelerateStrategy
240,71,4,4,16547.5,55048.99200995513,0.0,27.737368365941986,0.0,0.0,19.080387200027097,22.905176870122517,AccelerateStrategy
240,72,0,0,1919.5,75937.7551089118,0.0,27.737368365941986,0.0,0.0,21.105720353749067,23.808003147879607,AccelerateStrategy
240,73,1,1,5576.5,123098.59846320812,0.0,27.737368365941986,0.0,0.0,17.32939198697953,22.649678351026235,AccelerateStrategy
240,74,2,2,9233.5,132128.2984473872,0.0,27.737368365941986,0.0,0.0,22.480945574420062,24.583241030607944,AccelerateStrategy
240,75,3,3,12890.5,101545.27206187812,0.0,27.737368365941986,0.0,0.0,20.77939210141297,25.60889658617007,AccelerateStrategy
240,76,4,4,16547.5,163832.91902326516,0.0,27.737368365941986,0.0,0.0,23.827907229161156,25.665371920891303,AccelerateStrategy
240,77,0,0,1919.5,157106.1560777706,0.0,27.737368365941986,0.0,0.0,17.34685426040877,22.05755184017631,AccelerateStrategy
240,78,1,1,5576.5,113954.69722388554,0.0,27.737368365941986,0.0,0.0,17.26308040352028,22.317726635905377,AccelerateStrategy
240,79,2,2,9233.5,74144.06796029938,0.0,27.737368365941986,0.0,0.0,18.10073606290444,22.70726981437247,AccelerateStrategy
240,80,3,3,12890.5,63173.833404020166,0.0,27.737368365941986,0.0,0.0,19.51821481129085,22.782309386476243,AccelerateStrategy
240,81,4,4,16547.5,76530.5756470775,0.0,27.737368365941986,0.0,0.0,20.150253923053274,23.665984269453435,AccelerateStrategy
240,82,2,2,9233.5,3872.2820977681104,0.0,23.57676311105069,0.0,0.0,18.1222770971382,22.423380028009838,AccelerateStrategy
240,83,3,3,12890.5,100.0,0.0,23.57676311105069,0.0,0.0,20.637371021531838,22.38668449127636,AccelerateStrategy
480,1,0,0,1919.5,13413.936815652152,0.0,27.737368365941986,0.0,0.0,21.666360616568895,24.651293277971796,AccelerateStrategy
480,3,1,1,5576.5,91140.7347892464,0.0,27.737368365941986,0.0,0.0,23.473828890181498,25.95962747136388,AccelerateStrategy
480,4,2,2,9233.5,86766.90801244832,0.0,27.737368365941986,0.0,0.0,21.030198993328625,22.200287017659193,AccelerateStrategy
480,5,3,3,12890.5,99589.04186904314,0.0,27.737368365941986,0.0,0.0,19.99107252143665,22.30599489578649,AccelerateStrategy
480,6,4,4,16547.5,140451.32617227104,0.0,27.737368365941986,0.0,0.0,19.9020787997373,24.15469931405689,AccelerateStrategy
480,7,0,0,1919.5,197604.30953571328,0.0,27.737368365941986,0.0,0.0,19.064373777958828,25.32975117173903,AccelerateStrategy
480,9,2,1,9084.234693877552,157681.97412765803,-1.8658163265306125,27.737368365941986,-0.0,0.0,22.395435181082362,24.323017895887833,AccelerateStrategy
480,10,3,3,12890.5,88238.77927159253,0.0,27.737368365941986,0.0,0.0,24.01758043940068,26.776501508072133,AccelerateStrategy
480,11,4,4,16547.5,194173.70709498716,0.0,27.737368365941986,0.0,0.0,23.045965735025074,24.27927868691136,AccelerateStrategy
480,12,0,0,1919.5,25130.24498000201,0.0,27.737368365941986,0.0,0.0,20.335446782617673,24.871498939561036,AccelerateStrategy
480,13,1,1,5576.5,80930.2386742919,0.0,27.737368365941986,0.0,0.0,19.931705966113732,25.113580710849746,AccelerateStrategy
480,14,2,2,9233.5,116453.01104784047,0.0,27.737368365941986,0.0,0.0,17.381445432659145,22.399628181446673,AccelerateStrategy
480,15,3,3,12890.5,61591.73208634473,0.0,27.737368365941986,0.0,0.0,19.334808152009934,22.2990021990566,AccelerateStrategy
480,16,4,4,16547.5,49793.801758916954,0.0,27.737368365941986,0.0,0.0,23.447743077879057,25.775167512054782,AccelerateStrategy
480,17,0,0,1919.5,98531.12298424207,0.0,27.737368365941986,0.0,0.0,20.888325378803565,22.29673904624133,AccelerateStrategy
480,18,1,1,5576.5,187040.19743189643,0.0,27.737368365941986,0.0,0.0,19.485126610489576,23.600707142609007,AccelerateStrategy
480,19,2,2,9233.5,165263.03493432642,0.0,27.737368365941986,0.0,0.0,23.102047911152148,26.943587233996876,AccelerateStrategy
480,20,3,3,12890.5,131801.69800924938,0.0,27.737368365941986,0.0,0.0,21.070670959376827,23.601479129984384,AccelerateStrategy
480,21,4,4,16547.5,130701.72494126065,0.0,27.737368365941986,0.0,0.0,25.143482763406098,26.577046231371547,AccelerateStrategy
480,22,0,0,1919.5,68846.06025440182,0.0,27.737368365941986,0.0,0.0,17.52831752421556,23.347455393569703,AccelerateStrategy
