timestamp_ms,agent_id,current_lane,lane_intent,x_mm,y_mm,vx_mm_per_ms,vy_mm_per_ms,ax_mm_per_ms2,ay_mm_per_ms2,desired_speed,max_speed,drive_strategy,vehicle_type
240,1,0,0,1919.5,746.1872249358617,0.0,2.9030791141138943,0.0,0.0021063234354780367,23.975614895991644,26.935902686945923,AccelerateStrategy,SUV
240,2,0,0,1919.5,54193.14812367783,0.0,2.559513616800154,0.0,0.0018349046431815864,21.191365024365723,26.236235903728247,AccelerateStrategy,SUV
240,3,1,1,5576.5,37717.85906666407,0.0,2.370026189651929,0.0,0.001898954608568223,19.14277083595555,25.256192138753676,AccelerateStrategy,SUV
240,4,2,2,9233.5,72082.43281598872,0.0,2.7147685862217994,0.0,0.002301093966902981,21.625060341650848,25.16108931452057,AccelerateStrategy,SUV
240,5,3,3,12890.5,98571.49855832096,0.0,2.593787292645956,0.0,0.0021191743410407487,20.851854507961754,23.58243498064608,AccelerateStrategy,SUV
240,6,4,4,16547.5,58158.568630024085,0.0,2.6642816412942065,0.0,0.0022737668495255367,21.185775974080773,22.33775302120243,AccelerateStrategy,SUV
240,7,0,0,1919.5,77875.77420438438,0.0,2.4560881077752588,0.0,0.001810612972501979,20.215409943747837,24.97083116122971,AccelerateStrategy,SUV
240,8,1,1,5576.5,106919.76580963947,0.0,2.3841284782033503,0.0,0.0022346373148757802,18.478155226331637,22.68387823732784,AccelerateStrategy,SUV
240,9,2,2,9233.5,61261.37360600498,0.0,2.462933090847412,0.0,0.0023335584908106776,19.0287905305285,24.48001220722077,AccelerateStrategy,SUV
240,10,3,3,12890.5,199468.21741732833,0.0,2.7689364855318432,0.0,0.0023440757166619565,22.063583135329743,23.62274170855614,AccelerateStrategy,SUV
240,11,4,4,16547.5,129310.75888322805,0.0,2.711301988315929,0.0,0.0019640687650397315,22.39925484706394,24.001466182819655,AccelerateStrategy,SUV
240,12,0,0,1919.5,192803.09751854747,0.0,2.507636290354109,0.0,0.0017484954062199308,20.879973928613257,26.46700612269799,AccelerateStrategy,SUV
240,13,1,1,5576.5,78501.02321355393,0.0,2.584191939604374,0.0,0.002448167729232194,19.966316845886464,25.040532543984483,AccelerateStrategy,SUV
240,14,2,2,9233.5,96189.38044480483,0.0,2.690229849961203,0.0,0.0024018905179815195,21.137761256456383,24.175390505124657,AccelerateStrategy,SUV
240,15,3,3,12890.5,130868.28384606513,0.0,2.605732420693039,0.0,0.0018239971821566552,21.679730969754413,23.782812504522237,AccelerateStrategy,SUV
